433229,9,2,9.4,3,51152,1567291235000fjdtkp,1.57E+24,douyin,ip=200.95.79.96&deviceNum=433229&lon=null&lat=null&aid=null&ctime=1567291302000&sources=douyin&session=1567291235000433229742121&productPage=4320309458301,1573259585000 
121417,2,2,4.2,9,44160,1567291235000sjibrq,1.57E+24,liebao,ip=65.200.95.194&deviceNum=121417&lon=null&lat=null&aid=null&ctime=1567291346000&sources=liebao&session=1567291235000121417572782&productPage=4320904071301,1573259585000 
349828,2,2,1.7,2,21142,1567291235000gkpgvs,1.57E+24,netyex,ip=70.183.190.208&deviceNum=349828&lon=null&lat=null&aid=null&ctime=1567291385000&sources=netyex&session=1567291235000349828624925&productPage=4320309376701,1573259585000 
969247,2,2,8.7,10,21132,1567291235000qgijuq,1.57E+24,ximalaya,ip=157.66.156.74&deviceNum=969247&lon=null&lat=null&aid=null&ctime=1567291421000&sources=ximalaya&session=1567291235000969247224224&productPage=4320103859601,1573259585000 
865977,9,2,8.9,4,62052,1567291235000gppiwp,1.57E+24,baidu,ip=58.151.213.230&deviceNum=865977&lon=null&lat=null&aid=null&ctime=1567291485000&sources=baidu&session=1567291235000865977661164&productPage=4320909655701,1573259585000 
752814,9,2,4.1,10,43022,1567291235000fftdsv,1.57E+24,tencent,ip=57.131.111.229&deviceNum=752814&lon=null&lat=null&aid=null&ctime=1567291419000&sources=tencent&session=1567291235000752814286721&productPage=4320404173901,1573259585000 
466888,2,2,5.3,10,14092,1567291235000kesjrt,1.57E+24,netyex,ip=72.29.250.178&deviceNum=466888&lon=null&lat=null&aid=null&ctime=1567291324000&sources=netyex&session=1567291235000466888256571&productPage=4320408025201,1573259585000 
794259,9,2,1.8,3,51342,1567291235000wjsqjs,1.57E+24,liebao,ip=241.84.18.204&deviceNum=794259&lon=null&lat=null&aid=null&ctime=1567291318000&sources=liebao&session=1567291235000794259134297&productPage=4320902876101,1573259585000 
225827,2,2,5.9,9,65010,1567291235000sgxjgn,1.57E+24,liebao,ip=75.29.250.157&deviceNum=225827&lon=null&lat=null&aid=null&ctime=1567291304000&sources=liebao&session=1567291235000225827843226&productPage=4320603519801,1573259585000 
668142,2,2,7.2,5,44530,1567291235000qdiemk,1.57E+24,ximalaya,ip=201.72.178.140&deviceNum=668142&lon=null&lat=null&aid=null&ctime=1567291315000&sources=ximalaya&session=1567291235000668142377767&productPage=4320201130601,1573259585000 
766592,2,2,4.1,5,51070,1567291235000cvrpcq,1.57E+24,tencent,ip=88.110.221.171&deviceNum=766592&lon=null&lat=null&aid=null&ctime=1567291374000&sources=tencent&session=1567291235000766592553836&productPage=4320406287401,1573259585000 
436213,9,2,9.7,7,15062,1567291235000unhowu,1.57E+24,netyex,ip=111.62.122.205&deviceNum=436213&lon=null&lat=null&aid=null&ctime=1567291312000&sources=netyex&session=1567291235000436213712762&productPage=4320803969201,1573259585000 
743811,9,2,3.4,2,62060,1567291235000uxgmfe,1.57E+24,ximalaya,ip=40.69.3.57&deviceNum=743811&lon=null&lat=null&aid=null&ctime=1567291468000&sources=ximalaya&session=1567291235000743811324189&productPage=4320702502501,1573259585000 
444285,2,2,8.7,2,10018,1567291235000kebctt,1.57E+24,ximalaya,ip=132.124.111.173&deviceNum=444285&lon=null&lat=null&aid=null&ctime=1567291386000&sources=ximalaya&session=1567291235000444285633444&productPage=4320806682601,1573259585000 
195323,9,2,2.2,10,21142,1567291235000tbfget,1.57E+24,netyex,ip=149.243.217.31&deviceNum=195323&lon=null&lat=null&aid=null&ctime=1567291364000&sources=netyex&session=1567291235000195323282852&productPage=4320105597601,1573259585000 
362765,2,2,2.6,6,43012,1567291235000pqkmjo,1.57E+24,douyin,ip=128.141.73.50&deviceNum=362765&lon=null&lat=null&aid=null&ctime=1567291340000&sources=douyin&session=1567291235000362765225229&productPage=4320909515601,1573259585000 
959589,9,2,2.3,5,35030,1567291235000oeuvdw,1.57E+24,tencent,ip=88.235.55.1&deviceNum=959589&lon=null&lat=null&aid=null&ctime=1567291299000&sources=tencent&session=1567291235000959589912221&productPage=4320901347201,1573259585000 
643812,9,2,6.2,4,62052,1567291235000qkcwsh,1.57E+24,ximalaya,ip=180.73.157.113&deviceNum=643812&lon=null&lat=null&aid=null&ctime=1567291353000&sources=ximalaya&session=1567291235000643812575116&productPage=4320905421401,1573259585000 
222182,2,2,2.3,3,23050,1567291235000gbodkh,1.57E+24,douyin,ip=90.78.211.173&deviceNum=222182&lon=null&lat=null&aid=null&ctime=1567291297000&sources=douyin&session=1567291235000222182953843&productPage=4320109221101,1573259585000 
499283,2,2,2.7,6,45102,1567291235000gmpuws,1.57E+24,douyin,ip=56.219.22.156&deviceNum=499283&lon=null&lat=null&aid=null&ctime=1567291384000&sources=douyin&session=1567291235000499283795336&productPage=4320602779601,1573259585000 
654926,9,2,2.8,8,10014,1567291235000foovhu,1.57E+24,baidu,ip=84.7.85.91&deviceNum=654926&lon=null&lat=null&aid=null&ctime=1567291288000&sources=baidu&session=1567291235000654926398782&productPage=4320909016101,1573259585000 
877286,9,2,7.6,10,46903,1567291235000jhcheh,1.57E+24,ximalaya,ip=214.52.13.174&deviceNum=877286&lon=null&lat=null&aid=null&ctime=1567291429000&sources=ximalaya&session=1567291235000877286311636&productPage=4320904684201,1573259585000 
522126,2,2,5.6,2,23071,1567291235000eqmufu,1.57E+24,netyex,ip=121.147.104.52&deviceNum=522126&lon=null&lat=null&aid=null&ctime=1567291393000&sources=netyex&session=1567291235000522126758566&productPage=4320106090901,1573259585000 
447719,2,2,5.9,9,36042,1567291235000vbnddt,1.57E+24,ximalaya,ip=125.113.88.52&deviceNum=447719&lon=null&lat=null&aid=null&ctime=1567291358000&sources=ximalaya&session=1567291235000447719297421&productPage=4320903638601,1573259585000 
949812,9,2,6.1,6,36030,1567291235000gqimpx,1.57E+24,netyex,ip=46.77.143.107&deviceNum=949812&lon=null&lat=null&aid=null&ctime=1567291438000&sources=netyex&session=1567291235000949812987487&productPage=4320109783501,1573259585000 
937747,2,2,2.7,4,43112,1567291235000ewhhrh,1.57E+24,liebao,ip=9.95.206.154&deviceNum=937747&lon=null&lat=null&aid=null&ctime=1567291443000&sources=liebao&session=1567291235000937747295573&productPage=4320908129501,1573259585000 
443477,2,2,6.3,5,45082,1567291235000gdbwkw,1.57E+24,liebao,ip=179.246.147.135&deviceNum=443477&lon=null&lat=null&aid=null&ctime=1567291434000&sources=liebao&session=1567291235000443477615812&productPage=4320703783101,1573259585000 
711122,2,2,7.2,9,44132,1567291235000orxjob,1.57E+24,liebao,ip=50.213.148.174&deviceNum=711122&lon=null&lat=null&aid=null&ctime=1567291466000&sources=liebao&session=1567291235000711122266484&productPage=4320308614501,1573259585000 
299854,9,2,2.7,2,34050,1567291235000utpffh,1.57E+24,netyex,ip=36.197.18.242&deviceNum=299854&lon=null&lat=null&aid=null&ctime=1567291414000&sources=netyex&session=1567291235000299854742675&productPage=4320801666101,1573259585000 
335222,2,2,2.1,7,65312,1567291235000cxppfi,1.57E+24,tencent,ip=102.222.56.184&deviceNum=335222&lon=null&lat=null&aid=null&ctime=1567291343000&sources=tencent&session=1567291235000335222411912&productPage=4320105235501,1573259585000 
159655,9,2,7.2,7,19930,1567291235000bsrnrs,1.57E+24,ximalaya,ip=184.35.31.238&deviceNum=159655&lon=null&lat=null&aid=null&ctime=1567291358000&sources=ximalaya&session=1567291235000159655936496&productPage=4320705619401,1573259585000 
489323,2,2,7.3,10,52263,1567291235000pbdpjn,1.57E+24,netyex,ip=90.49.148.121&deviceNum=489323&lon=null&lat=null&aid=null&ctime=1567291367000&sources=netyex&session=1567291235000489323981112&productPage=4320304673101,1573259585000 
282224,9,2,8.2,3,50024,1567291235000ugqbem,1.57E+24,ximalaya,ip=240.12.18.216&deviceNum=282224&lon=null&lat=null&aid=null&ctime=1567291294000&sources=ximalaya&session=1567291235000282224687793&productPage=4320402471601,1573259585000 
384948,2,2,1.1,10,22072,1567291235000hqhtcp,1.57E+24,ximalaya,ip=100.246.193.94&deviceNum=384948&lon=null&lat=null&aid=null&ctime=1567291320000&sources=ximalaya&session=1567291235000384948237942&productPage=4320505068001,1573259585000 
912975,2,2,2.1,9,61011,1567291235000xonjrm,1.57E+24,tencent,ip=64.214.229.127&deviceNum=912975&lon=null&lat=null&aid=null&ctime=1567291493000&sources=tencent&session=1567291235000912975577388&productPage=4320907488301,1573259585000 
852336,2,2,9.1,10,51342,1567291235000sotjfh,1.57E+24,netyex,ip=254.49.109.110&deviceNum=852336&lon=null&lat=null&aid=null&ctime=1567291399000&sources=netyex&session=1567291235000852336252174&productPage=4320202293901,1573259585000 
814973,9,2,1.8,9,52032,1567291235000ioifjo,1.57E+24,liebao,ip=45.53.254.112&deviceNum=814973&lon=null&lat=null&aid=null&ctime=1567291461000&sources=liebao&session=1567291235000814973787921&productPage=4320302443401,1573259585000 
424725,2,2,7.7,9,37070,1567291235000odfmjf,1.57E+24,douyin,ip=36.241.21.44&deviceNum=424725&lon=null&lat=null&aid=null&ctime=1567291407000&sources=douyin&session=1567291235000424725776336&productPage=4320204871301,1573259585000 
414186,2,2,5.8,5,61072,1567291235000xmejmg,1.57E+24,ximalaya,ip=185.6.191.223&deviceNum=414186&lon=null&lat=null&aid=null&ctime=1567291328000&sources=ximalaya&session=1567291235000414186944518&productPage=4320202705001,1573259585000 
299431,2,2,2.7,2,34040,1567291235000osfnmu,1.57E+24,netyex,ip=31.223.172.107&deviceNum=299431&lon=null&lat=null&aid=null&ctime=1567291468000&sources=netyex&session=1567291235000299431723361&productPage=4320609338001,1573259585000 
782982,9,2,4.1,5,53040,1567291235000vthtun,1.57E+24,tencent,ip=102.207.121.165&deviceNum=782982&lon=null&lat=null&aid=null&ctime=1567291286000&sources=tencent&session=1567291235000782982186714&productPage=4320704865101,1573259585000 
524779,9,2,7.8,5,44070,1567291235000mmwmcd,1.57E+24,tencent,ip=133.123.95.164&deviceNum=524779&lon=null&lat=null&aid=null&ctime=1567291411000&sources=tencent&session=1567291235000524779221224&productPage=4320607098501,1573259585000 
581491,9,2,1.1,9,34150,1567291235000icqrug,1.57E+24,douyin,ip=247.3.248.76&deviceNum=581491&lon=null&lat=null&aid=null&ctime=1567291471000&sources=douyin&session=1567291235000581491913468&productPage=4320702219401,1573259585000 
263939,9,2,8.3,2,21018,1567291235000rhwkct,1.57E+24,netyex,ip=164.9.147.155&deviceNum=263939&lon=null&lat=null&aid=null&ctime=1567291342000&sources=netyex&session=1567291235000263939323897&productPage=4320307840901,1573259585000 
223791,9,2,2.3,8,43132,1567291235000spimfn,1.57E+24,douyin,ip=170.81.251.190&deviceNum=223791&lon=null&lat=null&aid=null&ctime=1567291391000&sources=douyin&session=1567291235000223791331538&productPage=4320309123501,1573259585000 
817289,9,2,2.2,8,41150,1567291235000nfxnki,1.57E+24,tencent,ip=109.116.175.172&deviceNum=817289&lon=null&lat=null&aid=null&ctime=1567291337000&sources=tencent&session=1567291235000817289667816&productPage=4320408346401,1573259585000 
725235,9,2,8.3,2,37162,1567291235000pbsmpt,1.57E+24,liebao,ip=140.56.157.249&deviceNum=725235&lon=null&lat=null&aid=null&ctime=1567291320000&sources=liebao&session=1567291235000725235492714&productPage=4320707966601,1573259585000 
393262,2,2,5.3,7,44160,1567291235000hwuhok,1.57E+24,liebao,ip=62.104.143.91&deviceNum=393262&lon=null&lat=null&aid=null&ctime=1567291515000&sources=liebao&session=1567291235000393262168256&productPage=4320201330101,1573259585000 
776462,2,2,4.8,3,15078,1567291235000thrrtj,1.57E+24,ximalaya,ip=92.232.30.19&deviceNum=776462&lon=null&lat=null&aid=null&ctime=1567291448000&sources=ximalaya&session=1567291235000776462425113&productPage=4320308140901,1573259585000 
565726,9,2,5.3,6,22028,1567291235000jwqpsm,1.57E+24,baidu,ip=123.198.119.185&deviceNum=565726&lon=null&lat=null&aid=null&ctime=1567291466000&sources=baidu&session=1567291235000565726276195&productPage=4320406105801,1573259585000 
627852,2,2,2.5,9,53292,1567291235000bjjovw,1.57E+24,netyex,ip=15.230.174.200&deviceNum=627852&lon=null&lat=null&aid=null&ctime=1567291473000&sources=netyex&session=1567291235000627852514298&productPage=4320501229101,1573259585000 
487251,9,2,6.2,8,15020,1567291235000gepndp,1.57E+24,ximalaya,ip=239.120.245.30&deviceNum=487251&lon=null&lat=null&aid=null&ctime=1567291418000&sources=ximalaya&session=1567291235000487251922953&productPage=4320308161201,1573259585000 
645427,2,2,2.6,6,34180,1567291235000uicumo,1.57E+24,ximalaya,ip=198.50.97.224&deviceNum=645427&lon=null&lat=null&aid=null&ctime=1567291377000&sources=ximalaya&session=1567291235000645427955575&productPage=4320601331401,1573259585000 
251255,9,2,2.7,3,23072,1567291235000qvvrsc,1.57E+24,netyex,ip=124.202.87.113&deviceNum=251255&lon=null&lat=null&aid=null&ctime=1567291467000&sources=netyex&session=1567291235000251255687425&productPage=4320209156601,1573259585000 
259479,9,2,2.2,5,10010,1567291235000qjtced,1.57E+24,ximalaya,ip=199.44.55.156&deviceNum=259479&lon=null&lat=null&aid=null&ctime=1567291432000&sources=ximalaya&session=1567291235000259479811432&productPage=4320203698901,1573259585000 
